id,company_rating,company_location,total_fleet_count,iata_approved,company_loaction
45684,100%,,1.0,t,na
26341,,Chad,1.0,f,na
38232,,,3.0,t,na
45661,,,1.0,t,na
22985,100%,,1.0,f,na
4247,,,2.0,f,na
23742,,,1.0,t,na
7671,,Uzbekistan,1.0,f,na
47989,100%,,2.0,t,na
2778,,Anguilla,2.0,t,na
17905,,Papua New Guinea,1.0,f,na
22466,,Wallis and Futuna,1.0,f,na
47963,100%,,1.0,t,na
28957,0%,Turkmenistan,2.0,f,na
43136,,Chile,1.0,f,na
7982,100%,Serbia,3.0,f,na
24538,,,1.0,f,na
17096,,Somalia,1.0,t,na
20893,80%,,1.0,f,na
29894,,Guernsey,1.0,t,na
11076,100%,Malta,1.0,t,na
24449,,France,1.0,f,na
1963,100%,,1.0,t,na
42741,100%,Tanzania,1.0,f,na
31889,100%,Zimbabwe,1.0,t,na
14412,,,1.0,f,na
21345,,United Kingdom,1.0,f,na
21398,,Russian Federation,2.0,t,na
34970,,,1.0,f,na
14560,100%,Barbados,2.0,f,na
37760,100%,Niue,1.0,t,na
7047,,Zimbabwe,1.0,t,na
40045,,Marshall Islands,1.0,t,na
42860,100%,Guinea,1.0,f,na
47876,,Estonia,1.0,t,na
3378,,Maldives,1.0,f,na
14204,100%,Jersey,1.0,f,na
16953,,,1.0,f,na
32781,100%,Lebanon,2.0,f,na
3887,,Niue,1.0,f,na
937,100%,French Guiana,3.0,f,na
9538,,Svalbard & Jan Mayen Islands,3.0,f,na
48439,100%,Guinea,2.0,f,na
26304,,French Guiana,1.0,f,na
24338,100%,El Salvador,2.0,f,na
19099,,Lebanon,1.0,f,na
21898,,Russian Federation,1.0,t,na
27999,,Maldives,1.0,t,na
36584,,Denmark,1.0,t,na
13304,100%,Cocos (Keeling) Islands,2.0,f,na
9841,100%,,1.0,f,na
23065,,Kenya,1.0,f,na
44954,,Rwanda,2.0,t,na
9196,100%,Jersey,1.0,f,na
44452,100%,,2.0,t,na
1635,0%,Barbados,1.0,f,na
46541,100%,Chad,1.0,f,na
19010,,Philippines,2.0,f,na
38153,,Ecuador,1.0,t,na
35480,100%,Netherlands,1.0,f,na
34811,100%,Montserrat,1.0,f,na
6224,100%,Wallis and Futuna,2.0,t,na
27603,100%,Pakistan,1.0,t,na
28169,,Guernsey,1.0,f,na
2694,,Afghanistan,1.0,f,na
4002,,France,1.0,f,na
38339,100%,Venezuela,2.0,f,na
4225,100%,Costa Rica,2.0,f,na
23335,100%,,3.0,f,na
24466,,Denmark,1.0,f,na
25575,,Costa Rica,1.0,t,na
23199,,Isle of Man,1.0,f,na
11166,80%,Marshall Islands,1.0,f,na
17382,,Slovenia,1.0,t,na
37909,100%,Russian Federation,2.0,t,na
47488,0%,Gambia,1.0,f,na
13641,85%,Mauritania,23.0,f,na
27680,,,1.0,t,na
37906,,,1.0,t,na
17503,50%,,1.0,t,na
1164,,Tonga,1.0,t,na
8489,100%,Zimbabwe,2.0,f,na
35532,,,1.0,f,na
45989,90%,Isle of Man,1.0,f,na
21843,100%,,1.0,f,na
36065,,Estonia,2.0,f,na
49102,,,1.0,t,na
41962,,Afghanistan,1.0,f,na
23497,80%,Gambia,3.0,f,na
1109,,Turkmenistan,1.0,f,na
17959,,Lebanon,1.0,t,na
36963,100%,France,1.0,f,na
17281,,Bouvet Island (Bouvetoya),1.0,f,na
35773,100%,,1.0,t,na
35952,100%,,1.0,f,na
30022,33%,French Guiana,2.0,f,na
36344,,,1.0,t,na
22174,100%,Russian Federation,1.0,f,na
11800,,Bosnia and Herzegovina,2.0,t,na
6388,,French Guiana,1.0,f,na
49268,,Chad,1.0,t,na
10169,100%,,1.0,f,na
49160,,Estonia,1.0,f,na
48504,,Netherlands,5.0,f,na
15342,,Malawi,1.0,t,na
22918,,,1.0,f,na
18275,90%,,2.0,t,na
2337,100%,Kiribati,1.0,f,na
22913,,Tonga,1.0,t,na
25123,100%,Papua New Guinea,1.0,t,na
16073,,Chile,1.0,t,na
13020,,Spain,1.0,f,na
16108,,Monaco,1.0,f,na
15052,,,1.0,t,na
9105,,Tonga,1.0,t,na
22915,,Faroe Islands,1.0,t,na
2236,,Anguilla,1.0,f,na
32560,100%,Jersey,1.0,f,na
2633,100%,Lebanon,1.0,t,na
31618,100%,Maldives,1.0,f,na
45837,,Chile,1.0,t,na
48265,,Papua New Guinea,1.0,f,na
14218,100%,Uzbekistan,1.0,f,na
366,,Svalbard & Jan Mayen Islands,1.0,t,na
45555,,Tanzania,2.0,f,na
47336,,Micronesia,2.0,f,na
35486,100%,French Guiana,1.0,t,na
6500,,Reunion,2.0,f,na
43761,100%,,1.0,t,na
46089,100%,Sao Tome and Principe,3.0,t,na
26223,,Sao Tome and Principe,1.0,t,na
31845,,,1.0,t,na
18077,100%,Sao Tome and Principe,139.0,f,na
39191,,,1.0,t,na
44735,100%,,1.0,t,na
15111,,Micronesia,1.0,f,na
25678,100%,,1.0,f,na
719,100%,Estonia,1.0,f,na
43108,100%,Vietnam,2.0,f,na
4298,100%,,1.0,t,na
30753,100%,Anguilla,2.0,t,na
34572,100%,Saint Helena,1.0,f,na
48587,,,1.0,f,na
3071,100%,Indonesia,1.0,f,na
46322,,Denmark,1.0,f,na
43141,,,1.0,t,na
34216,,Malawi,1.0,f,na
18401,100%,,1.0,f,na
8909,100%,Tunisia,1.0,t,na
8314,,,1.0,f,na
3704,,Barbados,1.0,t,na
34027,100%,,1.0,f,na
18258,90%,Niue,2.0,f,na
1239,100%,Gambia,1.0,t,na
27423,100%,,3.0,t,na
9127,,,1.0,f,na
14211,,Niue,2.0,f,na
11034,90%,Chile,1.0,f,na
50082,,,1.0,t,na
27646,100%,Isle of Man,1.0,f,na
26895,50%,Gambia,1.0,f,na
19799,100%,Guinea,2.0,f,na
35558,,Maldives,1.0,t,na
94,,Micronesia,1.0,f,na
1018,,,1.0,f,na
1401,100%,Uganda,3.0,f,na
25530,,Senegal,1.0,t,na
15221,,,1.0,f,na
17784,,,1.0,t,na
30440,,Denmark,1.0,f,na
6454,,Bouvet Island (Bouvetoya),1.0,f,na
30902,100%,Senegal,1.0,f,na
26083,100%,Faroe Islands,2.0,t,na
33684,,Lebanon,1.0,f,na
47856,,,1.0,f,na
44590,100%,Faroe Islands,1.0,f,na
49720,,Micronesia,1.0,t,na
35122,100%,Guinea,1.0,t,na
17331,,Gambia,1.0,f,na
31653,,Slovenia,1.0,f,na
10645,100%,,2.0,t,na
28435,,,1.0,f,na
22139,,Chile,1.0,f,na
9167,,Rwanda,2.0,t,na
45154,100%,Lebanon,2.0,t,na
28026,,Niue,1.0,t,na
12100,,Bouvet Island (Bouvetoya),1.0,t,na
24919,100%,Estonia,4.0,f,na
40697,93%,,2.0,f,na
29410,89%,Niger,1.0,f,na
13310,,Niue,1.0,f,na
2852,100%,Isle of Man,1.0,f,na
1092,,Nauru,1.0,f,na
14367,53%,,1.0,f,na
19485,50%,Russian Federation,1.0,t,na
38716,,Estonia,1.0,f,na
47261,100%,Estonia,7.0,f,na
32742,100%,Nicaragua,3.0,t,na
47296,100%,,1.0,f,na
31888,100%,,1.0,f,na
47355,,,2.0,f,na
11806,100%,,1.0,t,na
36865,,,1.0,t,na
31695,,Nicaragua,1.0,t,na
29601,,Faroe Islands,6.0,t,na
41529,,,1.0,t,na
42183,100%,Puerto Rico,1.0,t,na
12939,,,1.0,f,na
23390,100%,French Guiana,1.0,f,na
16081,,,1.0,t,na
11286,,,1.0,f,na
25677,100%,Peru,2.0,f,na
42373,,,1.0,t,na
48747,,Marshall Islands,1.0,f,na
16109,100%,,1.0,f,na
19252,,,1.0,f,na
27047,100%,France,1.0,f,na
28125,,Reunion,2.0,t,na
11020,,Guernsey,1.0,t,na
26319,,Turks and Caicos Islands,1.0,f,na
6226,,Lebanon,1.0,t,na
4306,83%,China,3.0,f,na
12937,,,1.0,t,na
16104,50%,,1.0,f,na
42317,100%,Netherlands Antilles,1.0,t,na
13770,,Netherlands,4.0,f,na
23009,100%,Gambia,1.0,t,na
8907,100%,Costa Rica,1.0,f,na
17396,100%,Micronesia,1.0,f,na
12346,,Denmark,1.0,t,na
24781,100%,Svalbard & Jan Mayen Islands,1.0,t,na
30155,,Croatia,1.0,f,na
11137,80%,Niue,2.0,t,na
16498,100%,,1.0,f,na
5029,,,1.0,f,na
26378,,Cape Verde,5.0,f,na
33881,100%,Djibouti,2.0,t,na
45234,100%,,1.0,f,na
44218,100%,Kiribati,3.0,f,na
29748,40%,Djibouti,1.0,t,na
16136,67%,,1.0,f,na
18026,75%,,1.0,t,na
8140,,,1.0,f,na
12627,,Canada,1.0,f,na
24085,100%,Gibraltar,1.0,t,na
42505,,French Polynesia,1.0,f,na
11498,90%,Niue,1.0,f,na
3852,,,1.0,f,na
6410,100%,,1.0,f,na
36327,100%,Guinea,5.0,t,na
38700,,,1.0,f,na
44216,,United Kingdom,1.0,t,na
43833,,,1.0,t,na
32812,100%,,1.0,f,na
10858,100%,Maldives,1.0,t,na
37307,75%,Nicaragua,2.0,f,na
15003,,Bosnia and Herzegovina,1.0,t,na
23395,0%,Tonga,1.0,f,na
40931,,Niue,1.0,f,na
40037,100%,Chile,1.0,t,na
22677,,,1.0,f,na
7312,100%,,2.0,f,na
6736,100%,El Salvador,1.0,f,na
15851,100%,,2.0,f,na
32692,,Venezuela,1.0,f,na
1076,100%,Guernsey,1.0,f,na
15198,,Rwanda,1.0,t,na
33934,100%,Wallis and Futuna,1.0,f,na
39799,50%,Russian Federation,6.0,f,na
1077,,,1.0,f,na
40341,100%,,1.0,t,na
17667,,Uganda,2.0,f,na
45785,,,1.0,f,na
23576,100%,,3.0,f,na
42866,,,1.0,t,na
7252,100%,Nicaragua,1.0,f,na
28487,,,1.0,f,na
37778,92%,Tonga,24.0,f,na
43074,100%,,1.0,f,na
40321,100%,,1.0,f,na
21781,100%,Isle of Man,1.0,t,na
33815,,Isle of Man,1.0,t,na
4458,,French Guiana,1.0,t,na
33837,,Nicaragua,2.0,t,na
17798,100%,,1.0,t,na
6083,,,1.0,t,na
47541,100%,Palestinian Territory,1.0,t,na
35218,100%,Turkmenistan,2.0,f,na
4159,,Niue,1.0,f,na
21758,100%,Guinea,1.0,f,na
27100,,Kenya,1.0,t,na
14629,,Bosnia and Herzegovina,2.0,t,na
36623,,,1.0,f,na
40262,,Barbados,1.0,f,na
29896,,Tonga,1.0,t,na
35352,,Estonia,2.0,t,na
28364,,Guernsey,1.0,t,na
20412,100%,Jersey,1.0,t,na
1184,100%,Bahrain,2.0,f,na
336,100%,Ecuador,7.0,f,na
2128,100%,United Kingdom,1.0,f,na
3941,100%,,3.0,f,na
34359,,Indonesia,1.0,f,na
31954,,Niue,1.0,f,na
4265,100%,Palestinian Territory,2.0,t,na
40222,,,1.0,f,na
48388,,Gibraltar,1.0,f,na
10254,,Russian Federation,1.0,f,na
34558,100%,Philippines,1.0,f,na
30369,100%,Libyan Arab Jamahiriya,1.0,t,na
16791,,France,1.0,f,na
18713,,,1.0,t,na
453,,Kenya,1.0,f,na
48886,100%,Netherlands,4.0,t,na
7557,100%,Uganda,1.0,f,na
28061,100%,Denmark,5.0,f,na
29979,90%,,1.0,t,na
45211,100%,Micronesia,2.0,t,na
4230,,Isle of Man,1.0,t,na
4672,,,1.0,f,na
49905,,United Kingdom,2.0,t,na
29364,,,1.0,t,na
6137,,Guinea,1.0,f,na
39928,100%,,1.0,f,na
14949,,,1.0,f,na
24112,100%,Russian Federation,1.0,t,na
6888,100%,Sao Tome and Principe,1.0,t,na
20807,100%,Mauritania,2.0,t,na
31301,,China,1.0,f,na
8397,100%,Faroe Islands,1.0,t,na
21212,75%,,1.0,f,na
49035,98%,Maldives,6.0,f,na
28371,,Bouvet Island (Bouvetoya),1.0,f,na
29157,100%,Canada,1.0,t,na
2189,,Maldives,1.0,t,na
22761,,,1.0,f,na
33275,83%,Netherlands,1.0,f,na
12850,,France,1.0,f,na
15188,,,1.0,f,na
37652,100%,Kiribati,3.0,t,na
30532,67%,Russian Federation,1.0,f,na
26789,,Guinea,3.0,t,na
26244,,,1.0,f,na
16515,100%,Indonesia,1.0,f,na
16716,,,1.0,f,na
8666,50%,,2.0,t,na
2160,100%,Isle of Man,1.0,t,na
22027,67%,Togo,1.0,f,na
33468,100%,Monaco,2.0,t,na
32998,100%,,1.0,f,na
41346,97%,Estonia,7.0,t,na
34786,,,1.0,f,na
28312,100%,Lebanon,2.0,t,na
19234,100%,,1.0,f,na
10715,90%,,1.0,t,na
42635,100%,Nicaragua,1.0,f,na
20138,100%,,1.0,t,na
7627,,Zimbabwe,1.0,f,na
28288,100%,,1.0,f,na
45400,100%,,2.0,t,na
38473,,Micronesia,1.0,f,na
48242,,Anguilla,1.0,f,na
17409,,Niue,1.0,f,na
4759,,Barbados,1.0,f,na
36369,93%,,1.0,f,na
24945,100%,Lebanon,1.0,t,na
3805,,Uzbekistan,1.0,f,na
6583,,Pakistan,1.0,t,na
44769,0%,Fiji,1.0,f,na
20703,100%,,1.0,f,na
6011,100%,Cuba,1.0,f,na
19798,,,1.0,f,na
28799,,Brazil,1.0,t,na
32100,,Chad,1.0,t,na
21135,,Afghanistan,1.0,t,na
10689,100%,Isle of Man,1.0,t,na
46486,100%,Nicaragua,1.0,f,na
25253,,Nicaragua,1.0,f,na
12220,,El Salvador,1.0,t,na
41533,,Bouvet Island (Bouvetoya),1.0,f,na
7104,,,1.0,f,na
7226,,Croatia,2.0,t,na
2116,,Jersey,1.0,t,na
15259,,Nicaragua,2.0,t,na
25137,,Guinea,1.0,t,na
41794,,Puerto Rico,1.0,t,na
10540,100%,Togo,1.0,f,na
32227,,,1.0,f,na
5837,60%,Sao Tome and Principe,2.0,f,na
29735,86%,Isle of Man,2.0,f,na
9275,100%,Papua New Guinea,1.0,f,na
13940,100%,,1.0,f,na
28539,100%,,1.0,f,na
41756,100%,Chad,1.0,f,na
923,,Jersey,1.0,t,na
1160,100%,France,1.0,t,na
4060,100%,Russian Federation,1.0,f,na
1638,100%,Jersey,1.0,f,na
13828,,France,1.0,t,na
36243,,,1.0,f,na
10683,100%,Tonga,1.0,f,na
4565,100%,Turkmenistan,1.0,f,na
15156,80%,El Salvador,1.0,f,na
43698,,,1.0,f,na
6556,,Senegal,1.0,f,na
29118,,Chile,1.0,f,na
45854,,Niger,1.0,f,na
34409,100%,,1.0,t,na
47445,,Peru,1.0,f,na
34973,,Chile,1.0,f,na
27507,100%,Lebanon,2.0,f,na
20933,100%,,1.0,t,na
10594,88%,,2.0,t,na
36803,100%,Gibraltar,2.0,t,na
35319,,Micronesia,1.0,f,na
9988,,Niue,1.0,t,na
22050,100%,Peru,2.0,f,na
14043,100%,Chad,1.0,f,na
41415,,Lebanon,1.0,f,na
28370,0%,,1.0,f,na
34103,,Chile,1.0,t,na
49896,,,2.0,f,na
18630,,Costa Rica,1.0,f,na
2720,,Isle of Man,1.0,f,na
13924,,China,1.0,f,na
45630,,Cook Islands,1.0,t,na
26621,25%,,1.0,t,na
1529,100%,Denmark,1.0,f,na
32903,100%,,2.0,f,na
27071,100%,El Salvador,1.0,f,na
13459,,Malawi,1.0,f,na
35354,100%,Micronesia,1.0,f,na
4493,100%,,1.0,f,na
45669,,Somalia,1.0,f,na
24603,100%,Senegal,1.0,f,na
11848,100%,,1.0,f,na
14968,,Uganda,1.0,t,na
12424,100%,Pakistan,2.0,t,na
16959,,Marshall Islands,1.0,f,na
31853,,Montserrat,1.0,f,na
47053,,Guinea,1.0,t,na
10838,78%,Ecuador,2.0,t,na
46374,,Monaco,2.0,t,na
16028,100%,Niue,1.0,f,na
7510,100%,,1.0,t,na
20959,,,1.0,f,na
15070,,French Guiana,1.0,t,na
700,,Guinea,2.0,t,na
10110,100%,Costa Rica,1.0,t,na
47114,100%,,2.0,f,na
44599,100%,,2.0,t,na
31533,100%,Malawi,1.0,f,na
39467,100%,Nicaragua,4.0,t,na
33055,,Isle of Man,1.0,t,na
30296,100%,,1.0,f,na
15431,,Chad,1.0,t,na
35177,,Kenya,1.0,t,na
26741,,Philippines,1.0,t,na
648,,Zimbabwe,1.0,f,na
20338,,United Kingdom,1.0,t,na
37641,,Gambia,1.0,f,na
8740,,Guinea,1.0,t,na
35958,,Tonga,1.0,t,na
5254,100%,Malawi,1.0,f,na
47837,,Croatia,1.0,t,na
46031,,,1.0,t,na
49770,100%,Zimbabwe,1.0,f,na
47077,100%,Bouvet Island (Bouvetoya),2.0,f,na
40548,100%,,1.0,t,na
40434,50%,Kiribati,1.0,f,na
32441,,Christmas Island,1.0,f,na
29744,100%,Micronesia,1.0,f,na
34676,100%,,4.0,t,na
4003,0%,,1.0,t,na
1381,,Anguilla,1.0,t,na
30509,,Gambia,1.0,f,na
47913,0%,Monaco,1.0,f,na
33924,,Uganda,1.0,f,na
34746,100%,,2.0,f,na
26074,100%,,1.0,t,na
4478,100%,,2.0,f,na
1964,100%,Netherlands,1.0,f,na
10366,,United Kingdom,1.0,t,na
6418,,,1.0,t,na
22418,100%,Senegal,1.0,t,na
15385,100%,Cook Islands,3.0,f,na
20772,,Turks and Caicos Islands,1.0,f,na
32942,,Pakistan,6.0,f,na
37548,100%,Russian Federation,2.0,f,na
16757,,,1.0,t,na
21638,90%,,3.0,t,na
3194,100%,,1.0,t,na
46006,,Mauritania,2.0,f,na
32275,,Uganda,1.0,t,na
27710,,Costa Rica,1.0,t,na
15227,100%,Reunion,1.0,f,na
8126,56%,,2.0,f,na
1088,,Turkmenistan,1.0,f,na
14747,100%,Jersey,1.0,t,na
1610,100%,Niue,1.0,f,na
39587,,,1.0,f,na
42378,,Nauru,1.0,f,na
19133,,Rwanda,2.0,f,na
38218,100%,Malawi,1.0,t,na
13565,,Brazil,1.0,t,na
27851,,United Kingdom,6.0,t,na
8591,100%,,1.0,f,na
10746,,,1.0,f,na
16771,,Maldives,1.0,t,na
46554,100%,,1.0,f,na
2053,,,1.0,t,na
41006,,,1.0,t,na
39640,100%,Russian Federation,1.0,t,na
28378,,Senegal,1.0,f,na
5085,,,1.0,f,na
30083,0%,Barbados,1.0,t,na
16186,,Cuba,1.0,f,na
17734,100%,Jersey,1.0,t,na
22939,100%,Cocos (Keeling) Islands,1.0,f,na
36471,,,1.0,f,na
48174,,Denmark,1.0,f,na
9556,100%,,1.0,f,na
11576,100%,Maldives,1.0,f,na
25117,,Gibraltar,1.0,f,na
28913,,Jersey,1.0,t,na
19758,100%,Marshall Islands,1.0,f,na
29062,100%,,1.0,f,na
40065,,Guinea,1.0,f,na
41741,100%,Brazil,9.0,t,na
12551,100%,Niger,3.0,f,na
34688,100%,Gambia,2.0,t,na
7354,100%,Cape Verde,1.0,f,na
13229,100%,Sao Tome and Principe,1.0,t,na
42039,71%,,1.0,t,na
120,100%,Cuba,2.0,f,na
33077,,,1.0,t,na
20763,,Marshall Islands,2.0,t,na
45718,100%,,2.0,t,na
9670,,Zimbabwe,1.0,f,na
4528,,Bosnia and Herzegovina,1.0,t,na
31736,,Chile,1.0,t,na
687,100%,Kiribati,2.0,t,na
39435,100%,,1.0,t,na
9284,100%,Nicaragua,4.0,f,na
1916,,Tonga,1.0,f,na
41156,,,1.0,t,na
34036,,Turks and Caicos Islands,1.0,t,na
2525,50%,Montserrat,2.0,f,na
25692,,Lebanon,1.0,t,na
27503,,Lebanon,1.0,t,na
3525,,,1.0,f,na
21583,,,1.0,f,na
1641,,Lebanon,1.0,t,na
17738,,,1.0,f,na
23887,,,1.0,t,na
4874,100%,,1.0,t,na
48719,,,1.0,t,na
38525,100%,,2.0,f,na
44141,90%,Zimbabwe,1.0,f,na
5516,100%,Saint Helena,1.0,f,na
47323,50%,Turks and Caicos Islands,7.0,f,na
7816,100%,,1.0,f,na
1936,,Lithuania,1.0,f,na
47881,,Tonga,1.0,t,na
16793,,Vanuatu,1.0,f,na
47243,,,1.0,f,na
42463,,Lebanon,1.0,f,na
14357,,,2.0,t,na
12039,88%,,1.0,f,na
43578,90%,Kiribati,7.0,f,na
20240,,Uzbekistan,1.0,f,na
32228,,,1.0,t,na
4446,100%,Uganda,58.0,f,na
14718,,,1.0,f,na
26056,,Kiribati,1.0,f,na
16180,,Russian Federation,1.0,t,na
21210,64%,,1.0,f,na
23859,,Jersey,1.0,t,na
30283,100%,Brazil,15.0,f,na
327,100%,Tonga,2.0,t,na
35935,,Tunisia,1.0,t,na
9323,,Marshall Islands,1.0,f,na
32192,100%,,1.0,t,na
27017,100%,Senegal,2.0,t,na
9116,,Lebanon,1.0,f,na
4080,,,1.0,f,na
40847,,,1.0,f,na
28101,67%,Gibraltar,1.0,f,na
9828,0%,Puerto Rico,1.0,f,na
31443,,,1.0,f,na
39144,,,1.0,f,na
10113,,Gambia,1.0,f,na
43057,100%,Niue,1.0,t,na
49644,100%,,1.0,t,na
9810,100%,,2.0,t,na
2416,100%,Guinea,5.0,f,na
21445,100%,,1.0,t,na
42327,80%,,1.0,f,na
20262,,Marshall Islands,1.0,f,na
35339,,Canada,1.0,f,na
17698,,,1.0,t,na
40024,,,1.0,f,na
31936,100%,Vanuatu,2.0,f,na
5285,,Uganda,1.0,f,na
24316,,Niue,1.0,t,na
33933,100%,Papua New Guinea,3.0,f,na
9998,,,1.0,t,na
12485,,,1.0,f,na
20443,100%,Uganda,1.0,f,na
15615,,Chad,1.0,t,na
17598,,Uzbekistan,1.0,t,na
1110,,Cape Verde,1.0,t,na
48826,,Svalbard & Jan Mayen Islands,1.0,t,na
24852,100%,Wallis and Futuna,3.0,f,na
7593,100%,Senegal,2.0,f,na
6967,100%,Russian Federation,1.0,f,na
18518,100%,El Salvador,1.0,f,na
23855,94%,France,2.0,t,na
27993,,Maldives,1.0,t,na
44333,,,1.0,f,na
9659,,El Salvador,1.0,f,na
23109,,Faroe Islands,1.0,t,na
43220,100%,Korea,1.0,t,na
33619,100%,Sao Tome and Principe,1.0,f,na
983,100%,Marshall Islands,1.0,f,na
33166,100%,Cocos (Keeling) Islands,1.0,t,na
23818,,Congo,1.0,f,na
38622,,,1.0,f,na
21174,100%,,1.0,f,na
1519,,Turkmenistan,3.0,t,na
27752,100%,Zimbabwe,2.0,f,na
24324,100%,Niger,2.0,f,na
47356,,Denmark,1.0,f,na
24509,,,1.0,f,na
3870,33%,,1.0,f,na
29588,100%,,3.0,f,na
9666,33%,,1.0,t,na
33563,,Zimbabwe,1.0,t,na
27650,100%,Slovenia,1.0,t,na
32252,,Sao Tome and Principe,1.0,t,na
47741,,Uzbekistan,1.0,f,na
5281,,Anguilla,1.0,t,na
16345,,Micronesia,1.0,f,na
29981,,,1.0,f,na
11409,,Russian Federation,1.0,f,na
3708,,Bosnia and Herzegovina,1.0,t,na
32811,,,1.0,t,na
8296,,Malawi,1.0,f,na
21747,67%,Gambia,1.0,t,na
3969,0%,,2.0,f,na
33621,,Lebanon,1.0,t,na
1883,90%,Reunion,2.0,t,na
7145,,Niue,2.0,t,na
38469,100%,Cocos (Keeling) Islands,3.0,t,na
23904,,Honduras,2.0,t,na
26907,,,1.0,f,na
35117,100%,Venezuela,1.0,t,na
23238,100%,Reunion,2.0,t,na
14310,,Faroe Islands,1.0,f,na
40746,100%,Slovakia (Slovak Republic),2.0,f,na
23431,100%,Indonesia,1.0,t,na
17826,,,1.0,f,na
2961,,,1.0,t,na
44020,100%,,2.0,t,na
1608,100%,Zimbabwe,2.0,f,na
18385,100%,Brazil,2.0,t,na
26482,,Estonia,1.0,f,na
30035,100%,,1.0,f,na
31767,,Russian Federation,1.0,f,na
12040,,China,1.0,t,na
5723,100%,,1.0,f,na
25384,100%,Slovakia (Slovak Republic),1.0,f,na
33262,90%,Niger,1.0,f,na
22606,,Chile,2.0,t,na
35934,,,1.0,f,na
46301,100%,Gambia,1.0,f,na
1686,,Zimbabwe,1.0,f,na
44741,100%,,1.0,t,na
27134,,Guinea,1.0,f,na
8377,,,1.0,f,na
1895,,Turks and Caicos Islands,1.0,f,na
13365,100%,Indonesia,7.0,t,na
33092,,Andorra,1.0,t,na
41439,,Monaco,1.0,f,na
22089,,,2.0,f,na
27042,,,1.0,f,na
8225,95%,Barbados,31.0,f,na
4903,,Anguilla,1.0,t,na
38680,100%,Tonga,1.0,f,na
44941,100%,,1.0,f,na
2673,93%,Anguilla,2.0,f,na
44346,80%,Niue,1.0,t,na
24197,100%,Ghana,1.0,f,na
12101,100%,,2.0,f,na
18551,,Faroe Islands,1.0,f,na
49696,100%,Maldives,2.0,t,na
30471,100%,Russian Federation,1.0,t,na
15178,,United Kingdom,1.0,f,na
4386,,Zimbabwe,4.0,t,na
47517,,Nauru,1.0,f,na
18178,,Micronesia,1.0,f,na
1220,,Zimbabwe,2.0,f,na
14603,100%,,1.0,f,na
18306,90%,Jersey,5.0,f,na
25959,,,2.0,t,na
15025,,Niue,1.0,t,na
38765,,Micronesia,1.0,f,na
31446,100%,Faroe Islands,9.0,f,na
29027,,Costa Rica,1.0,f,na
36512,0%,,1.0,f,na
43266,0%,Russian Federation,1.0,f,na
49435,100%,Marshall Islands,6.0,t,na
7513,,,1.0,t,na
35722,,,1.0,f,na
5417,,Lebanon,1.0,t,na
14338,,Zimbabwe,1.0,f,na
18610,,,1.0,f,na
42009,,Tonga,1.0,t,na
3006,100%,,1.0,f,na
3333,,,1.0,t,na
13729,,,2.0,f,na
5561,100%,,2.0,f,na
7820,100%,,1.0,f,na
7701,100%,,4.0,f,na
32029,100%,Saint Helena,2.0,t,na
22531,,Cape Verde,1.0,f,na
25853,,Malawi,1.0,f,na
25618,,Indonesia,1.0,t,na
35093,100%,,1.0,f,na
27260,,,1.0,f,na
23734,0%,Uganda,1.0,t,na
49286,,Guernsey,1.0,t,na
9655,100%,,2.0,f,na
47370,,Marshall Islands,3.0,t,na
1013,100%,Venezuela,4.0,f,na
30289,,,1.0,t,na
4330,94%,Ukraine,60.0,t,na
20543,,Marshall Islands,1.0,f,na
6925,67%,Uganda,1.0,t,na
41140,90%,Nicaragua,2.0,t,na
17988,100%,Jersey,1.0,f,na
25034,100%,Nicaragua,2.0,f,na
38110,100%,,1.0,f,na
15986,,,1.0,t,na
8499,100%,Mauritania,1.0,f,na
44374,,,1.0,t,na
41534,,,1.0,f,na
11156,100%,El Salvador,2.0,f,na
31358,,,1.0,f,na
34526,,Brazil,1.0,t,na
6102,100%,Uzbekistan,1.0,f,na
15572,,Cape Verde,2.0,t,na
33399,,Micronesia,1.0,t,na
36693,90%,,3.0,f,na
46731,86%,,1.0,f,na
16840,100%,Mexico,1.0,t,na
43712,,Sao Tome and Principe,1.0,f,na
27271,,Mexico,1.0,f,na
14327,100%,Gambia,2.0,t,na
27790,,,1.0,f,na
29781,,Turkmenistan,2.0,t,na
19272,,,1.0,f,na
15963,100%,Svalbard & Jan Mayen Islands,1.0,f,na
4576,100%,French Guiana,1.0,t,na
49014,100%,Tonga,1.0,t,na
46233,,Bosnia and Herzegovina,2.0,f,na
19411,,Nauru,1.0,f,na
25637,100%,French Guiana,3.0,t,na
20357,100%,,3.0,t,na
43615,100%,,1.0,f,na
5173,100%,El Salvador,2.0,f,na
26033,,,1.0,t,na
27678,,,1.0,t,na
29425,,,1.0,f,na
9773,,Malta,1.0,f,na
45482,,,1.0,f,na
21320,,Malta,1.0,t,na
38732,,Chad,2.0,t,na
46410,100%,,1.0,f,na
20299,,Uganda,1.0,f,na
22274,,,1.0,f,na
30553,,United Kingdom,1.0,f,na
29602,100%,China,1.0,f,na
4108,,Chile,2.0,t,na
42050,100%,Turks and Caicos Islands,1.0,f,na
47154,,,1.0,f,na
46470,100%,,1.0,t,na
18088,100%,Marshall Islands,3.0,t,na
33564,100%,Maldives,1.0,t,na
18532,100%,,1.0,f,na
24215,,China,1.0,f,na
30118,100%,Nicaragua,1.0,f,na
22321,100%,United Kingdom,16.0,f,na
